2019-04-17 22:38:10.870 charges_calc.py:81 WARNING the date format of RNT776 was wrong. remove this data.
2019-04-17 22:38:10.873 charges_calc.py:94 WARNING unit_rented of RNT843 was zero, cause zero division. remove this data.
2019-04-17 22:52:27.137 charges_calc.py:98 WARNING the end date and start date of RNT143 was reversed, and it is fixed.
2019-04-17 22:52:27.138 charges_calc.py:98 WARNING the end date and start date of RNT145 was reversed, and it is fixed.
2019-04-17 22:52:27.138 charges_calc.py:98 WARNING the end date and start date of RNT148 was reversed, and it is fixed.
2019-04-17 22:52:27.139 charges_calc.py:98 WARNING the end date and start date of RNT149 was reversed, and it is fixed.
2019-04-17 22:52:27.139 charges_calc.py:98 WARNING the end date and start date of RNT151 was reversed, and it is fixed.
2019-04-17 22:52:27.140 charges_calc.py:98 WARNING the end date and start date of RNT154 was reversed, and it is fixed.
2019-04-17 22:52:27.140 charges_calc.py:98 WARNING the end date and start date of RNT155 was reversed, and it is fixed.
2019-04-17 22:52:27.141 charges_calc.py:98 WARNING the end date and start date of RNT157 was reversed, and it is fixed.
2019-04-17 22:52:27.142 charges_calc.py:98 WARNING the end date and start date of RNT158 was reversed, and it is fixed.
2019-04-17 22:52:27.142 charges_calc.py:98 WARNING the end date and start date of RNT160 was reversed, and it is fixed.
2019-04-17 22:52:27.143 charges_calc.py:98 WARNING the end date and start date of RNT163 was reversed, and it is fixed.
2019-04-17 22:52:27.143 charges_calc.py:98 WARNING the end date and start date of RNT164 was reversed, and it is fixed.
2019-04-17 22:52:27.143 charges_calc.py:98 WARNING the end date and start date of RNT166 was reversed, and it is fixed.
2019-04-17 22:52:27.143 charges_calc.py:98 WARNING the end date and start date of RNT167 was reversed, and it is fixed.
2019-04-17 22:52:27.144 charges_calc.py:98 WARNING the end date and start date of RNT168 was reversed, and it is fixed.
2019-04-17 22:52:27.144 charges_calc.py:98 WARNING the end date and start date of RNT169 was reversed, and it is fixed.
2019-04-17 22:52:27.144 charges_calc.py:98 WARNING the end date and start date of RNT170 was reversed, and it is fixed.
2019-04-17 22:52:27.145 charges_calc.py:98 WARNING the end date and start date of RNT175 was reversed, and it is fixed.
2019-04-17 22:52:27.145 charges_calc.py:98 WARNING the end date and start date of RNT178 was reversed, and it is fixed.
2019-04-17 22:52:27.145 charges_calc.py:98 WARNING the end date and start date of RNT179 was reversed, and it is fixed.
2019-04-17 22:52:27.146 charges_calc.py:98 WARNING the end date and start date of RNT180 was reversed, and it is fixed.
2019-04-17 22:52:27.147 charges_calc.py:98 WARNING the end date and start date of RNT183 was reversed, and it is fixed.
2019-04-17 22:52:27.147 charges_calc.py:98 WARNING the end date and start date of RNT184 was reversed, and it is fixed.
2019-04-17 22:52:27.147 charges_calc.py:98 WARNING the end date and start date of RNT187 was reversed, and it is fixed.
2019-04-17 22:52:27.148 charges_calc.py:98 WARNING the end date and start date of RNT189 was reversed, and it is fixed.
2019-04-17 22:52:27.148 charges_calc.py:98 WARNING the end date and start date of RNT192 was reversed, and it is fixed.
2019-04-17 22:52:27.148 charges_calc.py:98 WARNING the end date and start date of RNT195 was reversed, and it is fixed.
2019-04-17 22:52:27.149 charges_calc.py:98 WARNING the end date and start date of RNT196 was reversed, and it is fixed.
2019-04-17 22:52:27.149 charges_calc.py:98 WARNING the end date and start date of RNT197 was reversed, and it is fixed.
2019-04-17 22:52:27.149 charges_calc.py:98 WARNING the end date and start date of RNT201 was reversed, and it is fixed.
2019-04-17 22:52:27.150 charges_calc.py:98 WARNING the end date and start date of RNT202 was reversed, and it is fixed.
2019-04-17 22:52:27.150 charges_calc.py:98 WARNING the end date and start date of RNT207 was reversed, and it is fixed.
2019-04-17 22:52:27.150 charges_calc.py:98 WARNING the end date and start date of RNT208 was reversed, and it is fixed.
2019-04-17 22:52:27.151 charges_calc.py:98 WARNING the end date and start date of RNT210 was reversed, and it is fixed.
2019-04-17 22:52:27.151 charges_calc.py:98 WARNING the end date and start date of RNT214 was reversed, and it is fixed.
2019-04-17 22:52:27.151 charges_calc.py:98 WARNING the end date and start date of RNT216 was reversed, and it is fixed.
2019-04-17 22:52:27.151 charges_calc.py:98 WARNING the end date and start date of RNT217 was reversed, and it is fixed.
2019-04-17 22:52:27.152 charges_calc.py:98 WARNING the end date and start date of RNT218 was reversed, and it is fixed.
2019-04-17 22:52:27.152 charges_calc.py:98 WARNING the end date and start date of RNT221 was reversed, and it is fixed.
2019-04-17 22:52:27.152 charges_calc.py:98 WARNING the end date and start date of RNT223 was reversed, and it is fixed.
2019-04-17 22:52:27.153 charges_calc.py:98 WARNING the end date and start date of RNT224 was reversed, and it is fixed.
2019-04-17 22:52:27.153 charges_calc.py:98 WARNING the end date and start date of RNT225 was reversed, and it is fixed.
2019-04-17 22:52:27.153 charges_calc.py:98 WARNING the end date and start date of RNT227 was reversed, and it is fixed.
2019-04-17 22:52:27.154 charges_calc.py:98 WARNING the end date and start date of RNT229 was reversed, and it is fixed.
2019-04-17 22:52:27.154 charges_calc.py:98 WARNING the end date and start date of RNT233 was reversed, and it is fixed.
2019-04-17 22:52:27.154 charges_calc.py:98 WARNING the end date and start date of RNT234 was reversed, and it is fixed.
2019-04-17 22:52:27.154 charges_calc.py:98 WARNING the end date and start date of RNT236 was reversed, and it is fixed.
2019-04-17 22:52:27.155 charges_calc.py:98 WARNING the end date and start date of RNT238 was reversed, and it is fixed.
2019-04-17 22:52:27.156 charges_calc.py:98 WARNING the end date and start date of RNT241 was reversed, and it is fixed.
2019-04-17 22:52:27.156 charges_calc.py:98 WARNING the end date and start date of RNT242 was reversed, and it is fixed.
2019-04-17 22:52:27.157 charges_calc.py:98 WARNING the end date and start date of RNT243 was reversed, and it is fixed.
2019-04-17 22:52:27.158 charges_calc.py:98 WARNING the end date and start date of RNT244 was reversed, and it is fixed.
2019-04-17 22:52:27.158 charges_calc.py:98 WARNING the end date and start date of RNT246 was reversed, and it is fixed.
2019-04-17 22:52:27.159 charges_calc.py:98 WARNING the end date and start date of RNT247 was reversed, and it is fixed.
2019-04-17 22:52:27.159 charges_calc.py:98 WARNING the end date and start date of RNT254 was reversed, and it is fixed.
2019-04-17 22:52:27.160 charges_calc.py:98 WARNING the end date and start date of RNT258 was reversed, and it is fixed.
2019-04-17 22:52:27.160 charges_calc.py:98 WARNING the end date and start date of RNT259 was reversed, and it is fixed.
2019-04-17 22:52:27.160 charges_calc.py:98 WARNING the end date and start date of RNT260 was reversed, and it is fixed.
2019-04-17 22:52:27.160 charges_calc.py:98 WARNING the end date and start date of RNT261 was reversed, and it is fixed.
2019-04-17 22:52:27.161 charges_calc.py:98 WARNING the end date and start date of RNT264 was reversed, and it is fixed.
2019-04-17 22:52:27.161 charges_calc.py:98 WARNING the end date and start date of RNT265 was reversed, and it is fixed.
2019-04-17 22:52:27.162 charges_calc.py:98 WARNING the end date and start date of RNT270 was reversed, and it is fixed.
2019-04-17 22:52:27.162 charges_calc.py:98 WARNING the end date and start date of RNT271 was reversed, and it is fixed.
2019-04-17 22:52:27.162 charges_calc.py:98 WARNING the end date and start date of RNT272 was reversed, and it is fixed.
2019-04-17 22:52:27.163 charges_calc.py:98 WARNING the end date and start date of RNT274 was reversed, and it is fixed.
2019-04-17 22:52:27.163 charges_calc.py:98 WARNING the end date and start date of RNT277 was reversed, and it is fixed.
2019-04-17 22:52:27.164 charges_calc.py:98 WARNING the end date and start date of RNT282 was reversed, and it is fixed.
2019-04-17 22:52:27.164 charges_calc.py:98 WARNING the end date and start date of RNT283 was reversed, and it is fixed.
2019-04-17 22:52:27.164 charges_calc.py:98 WARNING the end date and start date of RNT288 was reversed, and it is fixed.
2019-04-17 22:52:27.165 charges_calc.py:98 WARNING the end date and start date of RNT290 was reversed, and it is fixed.
2019-04-17 22:52:27.165 charges_calc.py:98 WARNING the end date and start date of RNT295 was reversed, and it is fixed.
2019-04-17 22:52:27.165 charges_calc.py:98 WARNING the end date and start date of RNT296 was reversed, and it is fixed.
2019-04-17 22:52:27.166 charges_calc.py:98 WARNING the end date and start date of RNT298 was reversed, and it is fixed.
2019-04-17 22:52:27.166 charges_calc.py:98 WARNING the end date and start date of RNT299 was reversed, and it is fixed.
2019-04-17 22:52:27.166 charges_calc.py:98 WARNING the end date and start date of RNT300 was reversed, and it is fixed.
2019-04-17 22:52:27.167 charges_calc.py:98 WARNING the end date and start date of RNT301 was reversed, and it is fixed.
2019-04-17 22:52:27.167 charges_calc.py:98 WARNING the end date and start date of RNT302 was reversed, and it is fixed.
2019-04-17 22:52:27.167 charges_calc.py:98 WARNING the end date and start date of RNT303 was reversed, and it is fixed.
2019-04-17 22:52:27.168 charges_calc.py:98 WARNING the end date and start date of RNT304 was reversed, and it is fixed.
2019-04-17 22:52:27.168 charges_calc.py:98 WARNING the end date and start date of RNT305 was reversed, and it is fixed.
2019-04-17 22:52:27.168 charges_calc.py:98 WARNING the end date and start date of RNT306 was reversed, and it is fixed.
2019-04-17 22:52:27.168 charges_calc.py:98 WARNING the end date and start date of RNT308 was reversed, and it is fixed.
2019-04-17 22:52:27.169 charges_calc.py:98 WARNING the end date and start date of RNT309 was reversed, and it is fixed.
2019-04-17 22:52:27.170 charges_calc.py:98 WARNING the end date and start date of RNT310 was reversed, and it is fixed.
2019-04-17 22:52:27.171 charges_calc.py:98 WARNING the end date and start date of RNT311 was reversed, and it is fixed.
2019-04-17 22:52:27.171 charges_calc.py:98 WARNING the end date and start date of RNT312 was reversed, and it is fixed.
2019-04-17 22:52:27.171 charges_calc.py:98 WARNING the end date and start date of RNT313 was reversed, and it is fixed.
2019-04-17 22:52:27.172 charges_calc.py:98 WARNING the end date and start date of RNT314 was reversed, and it is fixed.
2019-04-17 22:52:27.172 charges_calc.py:98 WARNING the end date and start date of RNT315 was reversed, and it is fixed.
2019-04-17 22:52:27.172 charges_calc.py:98 WARNING the end date and start date of RNT316 was reversed, and it is fixed.
2019-04-17 22:52:27.173 charges_calc.py:98 WARNING the end date and start date of RNT320 was reversed, and it is fixed.
2019-04-17 22:52:27.173 charges_calc.py:98 WARNING the end date and start date of RNT321 was reversed, and it is fixed.
2019-04-17 22:52:27.174 charges_calc.py:98 WARNING the end date and start date of RNT324 was reversed, and it is fixed.
2019-04-17 22:52:27.174 charges_calc.py:98 WARNING the end date and start date of RNT325 was reversed, and it is fixed.
2019-04-17 22:52:27.175 charges_calc.py:98 WARNING the end date and start date of RNT331 was reversed, and it is fixed.
2019-04-17 22:52:27.176 charges_calc.py:98 WARNING the end date and start date of RNT335 was reversed, and it is fixed.
2019-04-17 22:52:27.176 charges_calc.py:98 WARNING the end date and start date of RNT336 was reversed, and it is fixed.
2019-04-17 22:52:27.176 charges_calc.py:98 WARNING the end date and start date of RNT337 was reversed, and it is fixed.
2019-04-17 22:52:27.177 charges_calc.py:98 WARNING the end date and start date of RNT339 was reversed, and it is fixed.
2019-04-17 22:52:27.177 charges_calc.py:98 WARNING the end date and start date of RNT343 was reversed, and it is fixed.
2019-04-17 22:52:27.178 charges_calc.py:98 WARNING the end date and start date of RNT345 was reversed, and it is fixed.
2019-04-17 22:52:27.178 charges_calc.py:98 WARNING the end date and start date of RNT346 was reversed, and it is fixed.
2019-04-17 22:52:27.178 charges_calc.py:98 WARNING the end date and start date of RNT347 was reversed, and it is fixed.
2019-04-17 22:52:27.178 charges_calc.py:98 WARNING the end date and start date of RNT352 was reversed, and it is fixed.
2019-04-17 22:52:27.179 charges_calc.py:98 WARNING the end date and start date of RNT353 was reversed, and it is fixed.
2019-04-17 22:52:27.179 charges_calc.py:98 WARNING the end date and start date of RNT355 was reversed, and it is fixed.
2019-04-17 22:52:27.179 charges_calc.py:98 WARNING the end date and start date of RNT356 was reversed, and it is fixed.
2019-04-17 22:52:27.180 charges_calc.py:98 WARNING the end date and start date of RNT361 was reversed, and it is fixed.
2019-04-17 22:52:27.180 charges_calc.py:98 WARNING the end date and start date of RNT363 was reversed, and it is fixed.
2019-04-17 22:52:27.180 charges_calc.py:98 WARNING the end date and start date of RNT364 was reversed, and it is fixed.
2019-04-17 22:52:27.181 charges_calc.py:98 WARNING the end date and start date of RNT366 was reversed, and it is fixed.
2019-04-17 22:52:27.181 charges_calc.py:98 WARNING the end date and start date of RNT371 was reversed, and it is fixed.
2019-04-17 22:52:27.181 charges_calc.py:98 WARNING the end date and start date of RNT372 was reversed, and it is fixed.
2019-04-17 22:52:27.181 charges_calc.py:98 WARNING the end date and start date of RNT374 was reversed, and it is fixed.
2019-04-17 22:52:27.182 charges_calc.py:98 WARNING the end date and start date of RNT376 was reversed, and it is fixed.
2019-04-17 22:52:27.182 charges_calc.py:98 WARNING the end date and start date of RNT379 was reversed, and it is fixed.
2019-04-17 22:52:27.183 charges_calc.py:98 WARNING the end date and start date of RNT381 was reversed, and it is fixed.
2019-04-17 22:52:27.183 charges_calc.py:98 WARNING the end date and start date of RNT383 was reversed, and it is fixed.
2019-04-17 22:52:27.183 charges_calc.py:98 WARNING the end date and start date of RNT384 was reversed, and it is fixed.
2019-04-17 22:52:27.183 charges_calc.py:98 WARNING the end date and start date of RNT386 was reversed, and it is fixed.
2019-04-17 22:52:27.184 charges_calc.py:98 WARNING the end date and start date of RNT387 was reversed, and it is fixed.
2019-04-17 22:52:27.184 charges_calc.py:98 WARNING the end date and start date of RNT388 was reversed, and it is fixed.
2019-04-17 22:52:27.185 charges_calc.py:98 WARNING the end date and start date of RNT391 was reversed, and it is fixed.
2019-04-17 22:52:27.185 charges_calc.py:98 WARNING the end date and start date of RNT392 was reversed, and it is fixed.
2019-04-17 22:52:27.185 charges_calc.py:98 WARNING the end date and start date of RNT394 was reversed, and it is fixed.
2019-04-17 22:52:27.186 charges_calc.py:98 WARNING the end date and start date of RNT395 was reversed, and it is fixed.
2019-04-17 22:52:27.186 charges_calc.py:98 WARNING the end date and start date of RNT397 was reversed, and it is fixed.
2019-04-17 22:52:27.186 charges_calc.py:98 WARNING the end date and start date of RNT400 was reversed, and it is fixed.
2019-04-17 22:52:27.187 charges_calc.py:98 WARNING the end date and start date of RNT405 was reversed, and it is fixed.
2019-04-17 22:52:27.187 charges_calc.py:98 WARNING the end date and start date of RNT408 was reversed, and it is fixed.
2019-04-17 22:52:27.188 charges_calc.py:98 WARNING the end date and start date of RNT409 was reversed, and it is fixed.
2019-04-17 22:52:27.188 charges_calc.py:98 WARNING the end date and start date of RNT412 was reversed, and it is fixed.
2019-04-17 22:52:27.188 charges_calc.py:98 WARNING the end date and start date of RNT413 was reversed, and it is fixed.
2019-04-17 22:52:27.189 charges_calc.py:98 WARNING the end date and start date of RNT414 was reversed, and it is fixed.
2019-04-17 22:52:27.189 charges_calc.py:98 WARNING the end date and start date of RNT416 was reversed, and it is fixed.
2019-04-17 22:52:27.189 charges_calc.py:98 WARNING the end date and start date of RNT421 was reversed, and it is fixed.
2019-04-17 22:52:27.190 charges_calc.py:98 WARNING the end date and start date of RNT422 was reversed, and it is fixed.
2019-04-17 22:52:27.190 charges_calc.py:98 WARNING the end date and start date of RNT423 was reversed, and it is fixed.
2019-04-17 22:52:27.190 charges_calc.py:98 WARNING the end date and start date of RNT424 was reversed, and it is fixed.
2019-04-17 22:52:27.191 charges_calc.py:98 WARNING the end date and start date of RNT427 was reversed, and it is fixed.
2019-04-17 22:52:27.192 charges_calc.py:98 WARNING the end date and start date of RNT428 was reversed, and it is fixed.
2019-04-17 22:52:27.192 charges_calc.py:98 WARNING the end date and start date of RNT430 was reversed, and it is fixed.
2019-04-17 22:52:27.193 charges_calc.py:98 WARNING the end date and start date of RNT435 was reversed, and it is fixed.
2019-04-17 22:52:27.193 charges_calc.py:98 WARNING the end date and start date of RNT436 was reversed, and it is fixed.
2019-04-17 22:52:27.194 charges_calc.py:98 WARNING the end date and start date of RNT440 was reversed, and it is fixed.
2019-04-17 22:52:27.194 charges_calc.py:98 WARNING the end date and start date of RNT443 was reversed, and it is fixed.
2019-04-17 22:52:27.194 charges_calc.py:98 WARNING the end date and start date of RNT445 was reversed, and it is fixed.
2019-04-17 22:52:27.195 charges_calc.py:98 WARNING the end date and start date of RNT446 was reversed, and it is fixed.
2019-04-17 22:52:27.195 charges_calc.py:98 WARNING the end date and start date of RNT447 was reversed, and it is fixed.
2019-04-17 22:52:27.195 charges_calc.py:98 WARNING the end date and start date of RNT449 was reversed, and it is fixed.
2019-04-17 22:52:27.196 charges_calc.py:98 WARNING the end date and start date of RNT451 was reversed, and it is fixed.
2019-04-17 22:52:27.196 charges_calc.py:98 WARNING the end date and start date of RNT453 was reversed, and it is fixed.
2019-04-17 22:52:27.196 charges_calc.py:98 WARNING the end date and start date of RNT454 was reversed, and it is fixed.
2019-04-17 22:52:27.197 charges_calc.py:98 WARNING the end date and start date of RNT457 was reversed, and it is fixed.
2019-04-17 22:52:27.197 charges_calc.py:98 WARNING the end date and start date of RNT461 was reversed, and it is fixed.
2019-04-17 22:52:27.197 charges_calc.py:98 WARNING the end date and start date of RNT462 was reversed, and it is fixed.
2019-04-17 22:52:27.198 charges_calc.py:98 WARNING the end date and start date of RNT463 was reversed, and it is fixed.
2019-04-17 22:52:27.198 charges_calc.py:98 WARNING the end date and start date of RNT465 was reversed, and it is fixed.
2019-04-17 22:52:27.198 charges_calc.py:98 WARNING the end date and start date of RNT467 was reversed, and it is fixed.
2019-04-17 22:52:27.199 charges_calc.py:98 WARNING the end date and start date of RNT472 was reversed, and it is fixed.
2019-04-17 22:52:27.199 charges_calc.py:98 WARNING the end date and start date of RNT476 was reversed, and it is fixed.
2019-04-17 22:52:27.200 charges_calc.py:98 WARNING the end date and start date of RNT480 was reversed, and it is fixed.
2019-04-17 22:52:27.200 charges_calc.py:98 WARNING the end date and start date of RNT485 was reversed, and it is fixed.
2019-04-17 22:52:27.200 charges_calc.py:98 WARNING the end date and start date of RNT487 was reversed, and it is fixed.
2019-04-17 22:52:27.201 charges_calc.py:98 WARNING the end date and start date of RNT489 was reversed, and it is fixed.
2019-04-17 22:52:27.202 charges_calc.py:98 WARNING the end date and start date of RNT490 was reversed, and it is fixed.
2019-04-17 22:52:27.202 charges_calc.py:98 WARNING the end date and start date of RNT491 was reversed, and it is fixed.
2019-04-17 22:52:27.202 charges_calc.py:98 WARNING the end date and start date of RNT493 was reversed, and it is fixed.
2019-04-17 22:52:27.203 charges_calc.py:98 WARNING the end date and start date of RNT495 was reversed, and it is fixed.
2019-04-17 22:52:27.203 charges_calc.py:98 WARNING the end date and start date of RNT496 was reversed, and it is fixed.
2019-04-17 22:52:27.203 charges_calc.py:98 WARNING the end date and start date of RNT497 was reversed, and it is fixed.
2019-04-17 22:52:27.204 charges_calc.py:98 WARNING the end date and start date of RNT501 was reversed, and it is fixed.
2019-04-17 22:52:27.204 charges_calc.py:98 WARNING the end date and start date of RNT503 was reversed, and it is fixed.
2019-04-17 22:52:27.204 charges_calc.py:98 WARNING the end date and start date of RNT507 was reversed, and it is fixed.
2019-04-17 22:52:27.205 charges_calc.py:98 WARNING the end date and start date of RNT508 was reversed, and it is fixed.
2019-04-17 22:52:27.205 charges_calc.py:98 WARNING the end date and start date of RNT509 was reversed, and it is fixed.
2019-04-17 22:52:27.205 charges_calc.py:98 WARNING the end date and start date of RNT512 was reversed, and it is fixed.
2019-04-17 22:52:27.206 charges_calc.py:98 WARNING the end date and start date of RNT513 was reversed, and it is fixed.
2019-04-17 22:52:27.206 charges_calc.py:98 WARNING the end date and start date of RNT514 was reversed, and it is fixed.
2019-04-17 22:52:27.206 charges_calc.py:98 WARNING the end date and start date of RNT515 was reversed, and it is fixed.
2019-04-17 22:52:27.206 charges_calc.py:98 WARNING the end date and start date of RNT516 was reversed, and it is fixed.
