         60499099 function calls (60496644 primitive calls) in 98.576 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      164    0.000    0.000    0.046    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
      158    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
      393    0.004    0.000    0.042    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
       32    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       32    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      300    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
      393    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
      158    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
      150    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
      450    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
      150    0.000    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
     1995    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
      158    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
     1995    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
      300    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
   150/18    0.001    0.000    0.208    0.012 <frozen importlib._bootstrap_external>:722(exec_module)
      841    0.001    0.000    0.036    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
      150    0.002    0.000    0.043    0.000 <frozen importlib._bootstrap_external>:793(get_code)
      298    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
      151    0.010    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:914(get_data)
      266    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
      150    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
       32    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        7    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       16    0.000    0.000    0.151    0.009 __init__.py:1(<module>)
        2    0.000    0.000    0.003    0.002 __init__.py:10(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:10(Provider)
       10    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1070(FileHandler)
    88023    0.094    0.000    3.095    0.000 __init__.py:109(import_module)
        1    0.000    0.000    0.022    0.022 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:1139(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1163(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1169(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:12(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1221(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(_fixupParents)
        1    0.000    0.000    0.000    0.000 __init__.py:13(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:1326(Logger)
        2    0.000    0.000    0.000    0.000 __init__.py:1341(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:136(_automodule)
    70001    0.044    0.000    0.073    0.000 __init__.py:1361(debug)
     2000    0.005    0.000    0.018    0.000 __init__.py:1368(unix_time)
     2000    0.017    0.000    0.035    0.000 __init__.py:1389(date_time)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
     2000    0.003    0.000    0.076    0.000 __init__.py:1436(date)
     2000    0.000    0.000    0.000    0.000 __init__.py:1467(_parse_start_datetime)
     2000    0.003    0.000    0.005    0.000 __init__.py:1474(_parse_end_datetime)
        1    0.000    0.000    0.011    0.011 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:16(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:1605(getEffectiveLevel)
    70001    0.029    0.000    0.029    0.000 __init__.py:1619(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:1667(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:1684(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:17(BaseProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(_IPv4Constants)
     2000    0.031    0.000    0.229    0.000 __init__.py:180(random_elements)
        3    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:19(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:1930(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
     2000    0.077    0.000    0.077    0.000 __init__.py:198(<listcomp>)
       15    0.000    0.000    0.055    0.004 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2059(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:207(c_longlong)
     2000    0.005    0.000    0.234    0.000 __init__.py:207(random_choices)
        1    0.000    0.000    0.000    0.000 __init__.py:211(c_ulonglong)
        3    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:232(_register_at_fork_acquire_release)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:24(<listcomp>)
        1    0.000    0.000    0.017    0.017 __init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:24(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:25(<listcomp>)
     2000    0.004    0.000    0.010    0.000 __init__.py:250(randomize_nb_elements)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.002    0.002 __init__.py:27(<module>)
     2000    0.003    0.000    0.237    0.000 __init__.py:28(words)
        1    0.000    0.000    0.000    0.000 __init__.py:281(LogRecord)
       13    0.000    0.000    0.026    0.002 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:312(_automodule)
       19    0.001    0.000    0.002    0.000 __init__.py:316(namedtuple)
        3    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:350(_FuncPtr)
        8    0.000    0.000    0.000    0.000 __init__.py:366(__getattr__)
        8    0.000    0.000    0.000    0.000 __init__.py:373(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:379(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:38(ParseError)
      118    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:388(WinDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:397(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:4(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:4(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:410(OleDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:419(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:420(PercentStyle)
        5    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:426(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:435(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:444(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:468(Formatter)
        1    0.000    0.000    0.001    0.001 __init__.py:48(Provider)
        3    0.000    0.000    0.000    0.000 __init__.py:481(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:482(CFunctionType)
        1    0.000    0.000    0.060    0.060 __init__.py:5(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:5(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:513(__init__)
     2000    0.008    0.000    0.258    0.000 __init__.py:56(sentence)
        3    0.000    0.000    0.000    0.000 __init__.py:6(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:643(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:685(Filter)
        7    0.000    0.000    0.000    0.000 __init__.py:7(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:72(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:722(Filterer)
        3    0.000    0.000    0.000    0.000 __init__.py:727(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:794(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:8(CreditCard)
        1    0.000    0.000    0.000    0.000 __init__.py:8(Provider)
        1    0.000    0.000    0.000    0.000 __init__.py:804(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:813(__init__)
    44000    0.020    0.000    0.020    0.000 __init__.py:84(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:9(Provider)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:991(StreamHandler)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       34    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.002    0.002 _datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datetime.py:12(datetime)
        1    0.000    0.000    0.000    0.000 _datetime.py:75(now)
        1    0.000    0.000    0.000    0.000 _defaults.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _defaults.py:4(env)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:11(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:17(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:23(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:24(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:50(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:6(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:7(__init__)
        1    0.000    0.000    0.010    0.010 _file_sink.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _file_sink.py:14(FileDateFormatter)
        1    0.000    0.000    0.000    0.000 _file_sink.py:24(FileSink)
        1    0.000    0.000    0.000    0.000 _get_frame.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _get_frame.py:15(get_get_frame_function)
        1    0.000    0.000    0.006    0.006 _handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _handler.py:103(decolorize_format)
        1    0.000    0.000    0.000    0.000 _handler.py:11(StrRecord)
        8    0.000    0.000    0.000    0.000 _handler.py:115(update_format)
        1    0.000    0.000    0.000    0.000 _handler.py:15(Handler)
        1    0.000    0.000    0.000    0.000 _handler.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _handler.py:96(make_ansimarkup)
        1    0.000    0.000    0.058    0.058 _logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logger.py:1049(level)
        7    0.000    0.000    0.000    0.000 _logger.py:1383(_make_log_function)
        1    0.000    0.000    0.000    0.000 _logger.py:141(__init__)
        1    0.000    0.000    0.000    0.000 _logger.py:150(add)
        1    0.000    0.000    0.000    0.000 _logger.py:33(Logger)
        1    0.000    0.000    0.000    0.000 _logger.py:751(<listcomp>)
        2    0.000    0.000    0.000    0.000 _mapping.py:14(<module>)
        1    0.000    0.000    0.023    0.023 _recattrs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _recattrs.py:39(LevelRecattr)
        1    0.000    0.000    0.000    0.000 _recattrs.py:43(FileRecattr)
        1    0.000    0.000    0.000    0.000 _recattrs.py:47(ThreadRecattr)
        1    0.000    0.000    0.000    0.000 _recattrs.py:51(ProcessRecattr)
        1    0.000    0.000    0.000    0.000 _recattrs.py:55(ExceptionRecattr)
        1    0.000    0.000    0.000    0.000 _string_parsers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       17    0.000    0.000    0.000    0.000 abc.py:125(__new__)
        4    0.000    0.000    0.000    0.000 abc.py:130(register)
        1    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
      9/5    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       46    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
       44    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        1    0.000    0.000    0.000    0.000 ansi.py:25(AnsiCodes)
        4    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 ansi.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ansi.py:5(AnsiExtendedStyle)
        1    0.000    0.000    0.000    0.000 ansi.py:71(AnsiBack)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:106(should_wrap)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:116(get_win32_calls)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.002    0.002 ansitowin32.py:2(<module>)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:43(isatty)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:55(closed)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:64(AnsiToWin32)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:73(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.003    0.003 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.002    0.002 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.001    0.001 code.py:3(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 color.py:5(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.002    0.002 config.py:12(<listcomp>)
        1    0.000    0.000    0.113    0.113 config.py:2(<module>)
        1    0.000    0.000    0.011    0.011 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:317(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:324(SpawnContext)
        1    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
     2001    0.003    0.000    0.007    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        9    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:14(<module>)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:21(date)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:26(datetime)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 decorators.py:22(slugify_unicode)
       12    0.000    0.000    0.000    0.000 decorators.py:29(lowercase)
        1    0.000    0.000    0.002    0.002 decorators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:8(slugify)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 distribution.py:3(<module>)
